Word_1,Score_1,Label_1,Word_2,Score_2,Label_2
debt,1453.4520081185192,0,good,158.13562996297878,0
care,1384.7977242903803,0,day,142.60752044852393,0
whole,1375.4556285869198,0,yet,130.25373598339593,0
principle,1288.4481823349302,0,legislation,126.0846763349848,0
however,1250.9723919208573,0,debt,119.05926924362757,0
since,1196.3007259203168,0,nation,106.11514591930796,0
price,1190.660669606743,0,commercial,96.81848246564527,0
propose,1186.5890372431331,0,continue,94.79005449478154,0
already,1157.333593272547,0,united,94.46586592477723,0
character,1130.9873214391398,0,economic,94.31127165601174,0
commercial,1125.0864265663358,0,character,87.66911614984804,0
lead,1097.5489298433422,0,pass,86.5082354726153,0
court,1093.6150034484497,0,cause,85.496873346254,0
reduce,1084.8969067969801,0,attention,84.61997138929178,0
health,1078.9299897840722,0,long,83.90884392636588,0
include,1075.9123399357723,0,hope,82.21597549023068,0
issue,1064.1105690574043,0,make,75.69243921909953,0
family,1063.2516337264,0,war,74.2198540329062,0
demand,1049.3278702153593,0,episode,74.21573200690847,0
protection,1018.9132562807788,0,given,74.21573200690847,0
school,965.4561283475725,0,poll,74.21573200690847,0
industry,941.7748974296787,1,maybe,74.21573200690847,0
opportunity,941.0044582244116,0,dr,74.21573200690847,0
community,934.01775604415,0,tag,74.21573200690847,0
improvement,931.7746577865673,0,federal republic,74.21573200690847,0
therefore,910.6878968448962,0,stark,74.21573200690847,0
property,900.8531322852384,0,considerably,73.07224668548412,0
freedom,897.5856577044312,0,pay,72.87189247874812,0
desire,880.4152849783786,0,property,72.81574831249418,0
defense,860.2121738710266,0,peace,72.46096919010046,0
submit,849.7296983925653,0,amount,71.66047663461359,0
capital,845.7784999835687,0,quote,70.78656921005037,0
constitution,836.0244651840478,0,effect,70.52674609942028,0
three,830.0429061022089,0,republic,69.98845446945757,0
prevent,815.9465757310966,0,court,69.5526460735307,0
create,808.617113290524,0,place,69.35746107728505,0
product,808.0786464286064,0,financially,68.50269633246016,0
message,806.1753188797384,0,additionally,68.50269633246016,0
construction,792.0816579067689,0,stars,68.04793625382968,0
think,774.9585070511303,0,politically,68.04793625382968,0
together,755.8444608625368,0,straight,68.04793625382968,0
production,749.2780286179054,0,confess,68.04793625382968,0
responsibility,742.1824614761192,0,individually,66.93226063126959,0
political,729.6234797664024,0,crucial,66.93226063126959,0
education,711.8555953990224,0,authority,66.55888461140626,0
percent,708.0834925067832,0,meeting,66.22073224195981,0
improve,701.3357458751184,0,yesterday,65.81740345011158,0
opinion,694.2729347806533,0,reduce,65.15192613746603,0
effective,679.7868508613362,0,contradiction,65.08050121054781,0
administration,679.0126331196186,0,capital,65.07015862266462,0
organization,676.6212232921071,0,conception,64.70338755626072,0
reduction,643.8587184503888,1,earlier,63.94079097722984,0
energy,643.0192321310547,1,deploy,62.899277628990305,0
ring,640.7203870678466,0,firmly,62.899277628990305,0
today,637.9061075130448,0,personally,62.899277628990305,0
achieve,637.4801063725611,0,namely,62.899277628990305,0
income,627.8287967606977,0,deputy,62.899277628990305,0
month,626.8776093148444,0,page,62.899277628990305,0
growth,612.8501859773987,0,conversation,62.801617546000216,0
expect,611.7122450158527,0,time,62.7281745350968,0
employ,603.2896617194529,0,care,62.52900873202532,0
next,602.772315712021,0,collaboration,62.47797607814101,0
vi,590.0212058839452,0,height,61.81103115206639,0
follow,585.6825138876432,0,deliberately,61.81103115206639,0
agreement,584.513893823173,0,basically,61.662997708125516,0
represent,578.5596193908642,0,establish,61.3482832172358,0
credit,578.274331814094,0,effort,60.88714635010638,0
worker,575.0146562547609,0,theme,60.25623008276409,0
appear,574.8416244639343,0,people,60.25356010796696,0
history,568.0816567844167,0,year,60.253293371831035,0
doubt,554.3792841019645,0,purpose,59.89060395257593,0
strengthen,542.8695161151254,0,differently,59.3874902332219,0
trust,532.9125079770474,0,government,58.415889480546014,0
quote,531.5735695498813,0,pull,58.403226261558245,0
balance,530.2106625582419,0,worry,58.403226261558245,0
woman,525.766757687958,0,disposal,58.403226261558245,0
employment,515.3324611172928,0,location,58.403226261558245,0
negotiation,496.8728708602553,0,worship,58.403226261558245,0
danger,494.619454766679,0,colleague,58.403226261558245,0
farmer,488.9731027166404,0,lead,57.65074206305076,0
especially,484.55817665750084,0,grant,57.440453064492544,0
difficulty,483.86156669991607,0,climb,57.1144207378851,0
experience,479.92770681487116,0,left,56.388477451770385,0
compel,475.7829703452476,0,post,56.17544057408031,0
additional,474.8019157609686,0,plan,56.09216594637155,0
answer,459.6643573992776,0,balance,55.9053871061825,0
wool,459.37639942156545,0,numbers,55.82464818899827,0
extraordinary,451.1730722766605,0,concrete,54.843957869363116,0
tomorrow,450.17748167244963,0,expressly,54.385889477541355,0
contract,444.6808183378049,0,detect,54.385889477541355,0
member,442.73889539772273,0,consultation,54.385889477541355,0
conference,442.5560591859272,0,completely,54.385889477541355,0
enable,435.9842217360753,0,participate,54.385889477541355,0
representative,435.32661584415774,0,beautiful,54.385889477541355,0
proceed,435.32661584415774,0,thanks,53.11342900283209,0
guarantee,434.7664373219068,0,production,52.90242204185529,0
modification,434.7664373219068,0,barely,51.44356719357973,0
influence,434.68834879985945,0,armed forces,51.00947113809032,0
nuclear,434.0425561153667,1,wear,50.74498537949435,0
eight,433.0067454482423,0,possibility,50.74498537949435,0
